Date,Job_title,Job_type,Salary,Hours,Description,Link
"Jan 14, 2025","['Data Analyst', 'Analyst']",Full Time,$700,40,"Are you passionate about working with data and eager to make a meaningful impact in a dynamic environment? As a Data Analyst, you will play a pivotal role in analyzing and interpreting data to drive informed business decisions. You’ll handle the collection, processing, and analysis of data sets, as well as develop dashboards and reports that provide actionable insights to support various departments. To confirm you’ve read this entire job posting, include “Blue Zebra” at the beginning of the subject line of your application email and then one at the end of it.

Key Responsibilities:
• Collect, clean, and organize large data sets from diverse sources.
• Design, develop, and maintain dashboards and visualizations to monitor key performance indicators (KPIs).
• Analyze data trends to identify opportunities, challenges, and provide actionable recommendations.
• Collaborate with cross-functional teams to understand data requirements and deliver relevant insights.
• Support the implementation of data-driven strategies across the organization.
• Maintain data accuracy and integrity through robust quality control procedures.
Having a good understanding of Excel is essential.
Application Instructions:

To confirm you’ve read this entire job posting, include “Blue Zebra” in the subject line of your application email.

Please submit your resume and cover letter to apply. We look forward to hearing from you!",https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-1295302
"Dec 17, 2024","['Stock', 'Data Analyst', 'Analyst', 'Research']",Part Time,$500,20,"Help develop and analyze intraday trading strategies using custom market data. This role combines technical analysis skills with data manipulation to uncover actionable trading insights for the day trading community.

Key Responsibilities:

Analyze large datasets of intraday trading data to identify patterns and potential trading opportunities
Build and maintain advanced spreadsheet models in Excel/Google Sheets for strategy backtesting
Create clear, actionable reports on trading strategy performance and market analysis
Collaborate with the team to refine and optimize trading strategies
Help develop and document new analytical methodologies

Required Qualifications:

Advanced Excel/Google Sheets skills (pivot tables, complex formulas, data modeling)
Strong analytical mindset with exceptional attention to detail
Basic understanding of stock market fundamentals and technical analysis
Ability to read and interpret stock charts and technical indicators
Experience working with large datasets
Strong problem-solving abilities

Preferred Qualifications:

Bachelor's degree in Finance, Economics, Mathematics, or related field
Previous experience with trading or financial markets
Knowledge of basic trading strategies and concepts
Familiarity with data warehouses and SQL",https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-for-Intraday-Equity-Stock-Research-1281762
"Dec 12, 2024","['Data Analyst', 'Analyst']",Full Time,$3000,50,"Full job description

BASIC POSITION SUMMARY:

The IT Data Analyst is responsible for developing, maintaining, and supporting the business intelligence solutions across TEC and its subsidiaries. This position will utilize technical expertise to ensure data is accurate and high-quality. The IT Data Analyst will analyze data and present it in a way that will assist with better decision making.

ESSENTIAL JOB FUNCTIONS:

The essential job functions and duties described below may not be the only requirements of the position. It may be necessary to follow other instructions or perform other related duties required by Staff Corral.

Analyzes and write queries to extract and load data for reports and projects
Designs, develops, delivers, and maintains meaningful and sustainable reports
Examines data quality, applications, and functions
Research new data sources and analytical tools
Removes corrupted data and fixes coding errors and related problems
Develops and maintains data bases and data systems – reorganizing data in a readable format
Performs analysis to assess quality and meaning of data
Uses statistical tools to identify, analyze, and interpret patterns and trends in complex data sets that could be helpful for diagnosis and prediction


OTHER JOB FUNCTIONS:

Assist the Director of Information Technology or other IT tea ---------- mbers with projects
Other duties as needed

Education/Experience – Bachelor’s degree in a computer science related discipline or a minimum of two (2) years of related work experience is required. Requires experience using SQL for data extraction, manipulation, and reporting. Must understand and be able to work with data in relational and non-relational databases. Knowledge of scripting languages such as C#, Python, or other related languages.

Knowledge/Skills/Abilities – Knowledge of trends, issues, and accepted practices relevant to the position; Experience with data analytics and visualization tools; Experience developing, designing, and supporting applications and relational databases; Must have strong analytical and problem-solving skills; Must have excellent interpersonal and communication skills; Must have the ability to manage multiple priorities.


TEC is a communications company with a vision of connecting customers to the world and strengthening the communities we serve. As a family owned and operated business, we value your success and personal growth within the company. We strive to strengthen employees, build customer relationships, expand our fiber network, and increase profitability so that we can reinvest in our employees, company, and communities that we serve. As an IT Data Analyst, you’ll join an elite team that is connecting rural Americans with dedicated fiber broadband services.

Interested applicant must have a valid Passport and willing to relocate to the United States

JOB LOCATION: USA.

TO APPLY SUBMIT :
UPDATED RESUME (CV)



EMAIL- ----------

PLEASE NOTE: ONLY APPLICATION SENT TO THE ABOVE EMAIL WILL BE CONSIDERED.

GOODLUCK!",https://www.onlinejobs.ph/jobseekers/job/IT-DATA-ANALYST-1279352
"Dec 12, 2024","['Data Analyst', 'Analyst', 'Inventory']",Part Time,400,15,"Project Overview:
A leading provider of innovative hospitality solutions in Houston, TX, seeks a skilled and experienced Freelance Data Analyst to join our team on a long-term project basis. We are dedicated to saving clients money and delivering exceptional service through asset management, waste reduction, and cost-cutting measures.

Project Scope:
Inventory Database Management: Maintain and analyze our inventory database, ensuring data accuracy and integrity.
Data Analysis & Reporting: Develop and generate insightful reports, dashboards, and visualizations using tools such as Power BI, Excel, and SQL. Analyze inventory data to identify trends, forecast demand, and identify areas for improvement. Prepare daily reports for the CEO, summarizing key findings and translating data into actionable insights for clients.
Data Integration: Connect to data hubs and download monthly sales data. Format and clean data for analysis and upload to ArcGIS. Experience with Excel web connectors for data extraction and manipulation is essential.
Data Hygiene: Conduct regular data quality checks and implement data hygiene practices to ensure data accuracy and integrity.

Ideal Candidate Profile:
Proven experience as a Freelance Data Analyst with a strong portfolio showcasing successful projects.
Expertise in data analysis tools such as Excel, Power BI, SQL, and ArcGIS.
Strong understanding of data extraction, transformation, and loading (ETL) processes.
Excellent analytical, problem-solving, and communication skills.
Ability to work independently, meet deadlines, and deliver high-quality work.
Strong attention to detail and organizational skills.

Project Requirements:
Daily reporting to the CEO, summarizing key findings, and translating data into actionable client insights.
Ability to complete daily tasks within 1 hour, demonstrating strong analytical and problem-solving skills.

Compensation:
We are looking to fill this full-time position. We haven't had the best success on Upwork, but we want to find the right employee as this business expands.

To Apply:
Please submit your resume, portfolio (including relevant project examples), and a brief cover letter.

Note: This is a long-term freelance project with the potential for ongoing collaboration.",https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-Inventory-Management-1278900
"Nov 15, 2024","['Analyst', 'Data Engineer']",Gig,$250,40,"We’re looking for an experienced Data Engineer for a one-time, project-based task to update the Entity-Relationship Diagram (ERD) of our Product Database.

This task will align our ERD with the current queries in Dataform, ensuring it reflects our updated data structure and adheres to best practices.

WHAT YOU WILL BE DOING:
1. Review Existing ERD: Review our existing ERD on L ----------
2. Discrepancy Analysis: Analyze discrepancies between our original ERD and the current state of queries in Dataform, focusing on any deviations from established table rules.
3. New ERD Creation: Build a refined, best-practice ERD, detailing data flow across source, base, intermediate, and final tables, ensuring it supports scalability and maintainability.
4. Documentation: Update our business requirement documentation with a clear table mapping sheet and define formulas and descriptions for key columns, including logical and physical definitions.

PROJECT DELIVERABLES:
1. New ERD on L ---------- : Create a refined ERD that follows table structuring rules and best data organization practices.
2. Updated Documentation: Create a clear table mapping sheet that outlines the relationships between tables. Define formulas and provide detailed descriptions for key columns, including both logical and physical definitions.

COMPLETION TIMELINE: 5 Days from Start Date (including weekends)

REQUIREMENTS:
-Experience with Large Datasets: Demonstrated experience with Amazon/e-commerce data structures
-Strong ERD Skills: Familiarity with L ---------- or similar diagramming tools and best practices for ERD and data model design.
-Data Documentation Proficiency: Ability to document business requirements clearly, including field definitions (FK/PK/AK), table rules, and data flow descriptions.

INTERESTED?

Apply here! ---------- /to/v39cMpvs",https://www.onlinejobs.ph/jobseekers/job/Project-based-Data-Engineer-Analyst-1264454
"Nov 15, 2024","['ERD', 'Analyst', 'Data Engineer']",Gig,$250,40,"We’re looking for an experienced Data Engineer for a one-time, project-based task to update the Entity-Relationship Diagram (ERD) of our Product Database.

This task will align our ERD with the current queries in Dataform, ensuring it reflects our updated data structure and adheres to best practices.

WHAT YOU WILL BE DOING:
1. Review Existing ERD: Review our existing ERD on L ----------
2. Discrepancy Analysis: Analyze discrepancies between our original ERD and the current state of queries in Dataform, focusing on any deviations from established table rules.
3. New ERD Creation: Build a refined, best-practice ERD, detailing data flow across source, base, intermediate, and final tables, ensuring it supports scalability and maintainability.
4. Documentation: Update our business requirement documentation with a clear table mapping sheet and define formulas and descriptions for key columns, including logical and physical definitions.

PROJECT DELIVERABLES:
1. New ERD on L ---------- : Create a refined ERD that follows table structuring rules and best data organization practices.
2. Updated Documentation: Create a clear table mapping sheet that outlines the relationships between tables. Define formulas and provide detailed descriptions for key columns, including both logical and physical definitions.

COMPLETION TIMELINE: 5 Days from Start Date (including weekends)

REQUIREMENTS:
-Experience with Large Datasets: Demonstrated experience with Amazon/e-commerce data structures
-Strong ERD Skills: Familiarity with L ---------- or similar diagramming tools and best practices for ERD and data model design.
-Data Documentation Proficiency: Ability to document business requirements clearly, including field definitions (FK/PK/AK), table rules, and data flow descriptions.

INTERESTED?

Apply here! ----------",https://www.onlinejobs.ph/jobseekers/job/Data-EngineerAnalyst-ERD-Project-1264453
"Oct 23, 2024","['Data Analyst', 'Analyst']",Part Time,$335,20,"For thousands of years, maps have provided humans with the knowledge they need to make decisions. As a Maps Evaluator, you will have the opportunity to provide ground truth for your town, city or country.

At Peroptyx, we are looking for Data Analysts who will review mapping data for digital mapping applications. Your research capabilities will validate and ensure that the navigation of certain routes are accurate and safe.

As part of this role you will verify that business names and opening hours are correct. You will check that the distance from a starting point to an end destination is listed accurately resulting in better user experiences.

With this job you can plan your days around this highly flexible working schedule, work weekends or late evenings, all from the comfort of your own office. The flexibility of our roles minimizes the impact on your daily routine.

So, whether you are a student looking to earn as you learn, a retiree looking for a new challenge a part ---------- time professional or a work from home parent, Peroptyx has the right role for you!

Ideal Candidate

Fluent in English
Excellent research skills.
Excellent local knowledge of your home country.
Good understanding and general knowledge of the geography and culture of Greece.
Analytical mindset.
Job Requirements

Must be living in Greece for a minimum of 5 consecutive years.
Must pass an online open-book exam that can verify your full understanding of the material and concepts.
Must be willing to work a minimum of 10 hours and up to 20 hours per week depending on task availability.
Good working knowledge of search engines, map applications and familiarity with social media platforms.
Strong ability to learn, understand and apply multiple sets of different instructions.
All work must be of an independent nature.
Technical requirements to perform the work

Access to a laptop or computer which uses:
- A logon account unique to you
- Anti-virus solution that is kept up to date, with regular scans performed
- Only one member per household may apply
NB. All products should be provided at your own expense.

Benefits

· Work up to 20 hours per week.
· Earn a competitive rate of pay.
· Develop your research skills.
· Avoid the long commute.
· Work from the comfort of your home office.
· Enjoy the flexibility of setting your own working hours!

Apply Online Today!

This is a freelance, independent contractor position.",https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-1027928
"Oct 17, 2024","['Data Analyst', 'Analyst']",Any,200-300,10,"We are a growing Swiss online shop seeking a skilled Data Analyst to support our business decisions through data-driven insights.

Key Responsibilities:

Analyze sales data, marketing performance, product costs, and profits.
Track key metrics related to advertising campaigns and overall business performance.
Provide daily reports with actionable insights and recommendations.
Identify areas for improvement to optimize business operations and growth.
Qualifications:

Proven experience as a Data Analyst or similar role.
Strong proficiency in data analysis tools (Excel, Google Analytics, SQL, etc.).
Ability to communicate complex data clearly and provide daily reports.
Understanding of e-commerce, advertising metrics, and cost tracking.
Detail-oriented, analytical, and problem-solving mindset.
Benefits:

Flexible remote work
Competitive pay
Opportunity to contribute to a growing business
How to Apply:
Please send your CV and a brief cover letter outlining your relevant experience.",https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-mfd-1247575
"Oct 16, 2024","['Data Analyst', 'Analyst']",Full Time,$800+,40,"About the role:
As a Data Analyst, you'll be integral to analyzing business performance, identifying areas for improvement, and providing invaluable insights to drive decision-making and achieve business growth.

What you’ll do:
Collect, analyze, and interpret data from diverse sources to uncover trends, patterns, and correlations in complex datasets, providing actionable insights for informed decision-making.
Develop and generate reports, dashboards, and visualizations to effectively communicate key insights and performance metrics to stakeholders.
Proactively identify opportunities for process improvement and efficiency gains, collaborating with cross-functional teams to implement solutions.
Prepare presentations and analysis for partner quarterly business reviews, providing progress updates to stakeholders and identifying expansion opportunities.

You must have:
Proven experience as a data analyst or in a similar role at a US-based company, demonstrating successful data analysis projects.
Proficiency in SQL and data visualization tools. Experience in programming languages such as Python or R a plus.
Strong analytical and problem-solving skills, capable of collecting, organizing, analyzing, and disseminating large volumes of information with precision and attention to detail.

Please note: we will conduct a live test to evaluate your SQL and data analytics skills. If you are not proficient in SQL, please do not apply.

Additional Requirements:
Willingness and ability to work US Eastern Standard Time hours. Exact working hours are flexible.
Reliable, fast, and stable internet connection to ensure seamless remote work.

Benefits:
Enjoy the flexibility of working remotely, with a supportive virtual work environment.
Opportunities for career growth within our company.
Participate in team offsites and company initiatives.

If you are excited about this opportunity and meet all the requirements, we would love to hear from you!

Please include your resume with your application.",https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-1237062
"Oct 2, 2024","['Marketing', 'Lead Gen', 'Senior', 'Market', 'Ecommerce']",Any,to be discussed,TBD,"Fast-growing agency in the U.S is looking for a content leader. We manage many small business customers' blog, google ads, facebook ads, newsletter and social media accounts. Please read the whole description and follow the application instructions.

Job Overview:
The Marketing Data Analyst will be responsible for collecting, analyzing, and interpreting data from various marketing channels, including Facebook Ads, Facebook Social, Instagram, Google Ads, Google Organic, Bing, and Bing Ads. This role requires an analytical thinker with a passion for data who can translate numbers into actionable insights and strategic recommendations.

Key Responsibilities:

Collect and compile data from a range of online marketing channels.
Analyze marketing campaign performance and identify trends, patterns, and insights.
Prepare comprehensive and well-designed reports for stakeholders, highlighting key performance indicators (KPIs), insights, and strategic recommendations.
Provide actionable marketing insights and key takeaways to inform decision-making for future campaigns.
Collaborate with the marketing team to develop data-driven strategies to optimize campaign performance.
Monitor and report on the effectiveness of marketing initiatives and campaigns.
Stay updated with industry trends and best practices in digital marketing analytics.
Utilize top marketing reporting tools to ensure accurate and efficient data analysis.

Requirements
Proven experience in marketing data analysis or a similar role.
Strong understanding of various digital marketing channels, including social media, search engines, and paid advertising platforms.
Proficiency in marketing analytics and reporting tools such as Google Analytics, Tableau, or similar.
Excellent analytical skills and attention to detail.
Strong problem-solving skills and the ability to think critically.
Effective communication skills with the ability to present data-driven insights in a clear and concise manner.
Ability to work collaboratively in a team environment.
Solid writing and editing skills in English
Time-management skills
Ability to guide and motivate tea ---------- mbers

Include this word [I love data] in your message subject when applying
In the message content, including three things:
1. A marketing report prepared by you
2. Analysis for the report above, and key take away.

Thank you, look forward to working with you",https://www.onlinejobs.ph/jobseekers/job/Senior-EcommerceLead-Gen-Marketing-Data-Analytics-Expert-424361
"Sep 30, 2024","['E-commerce', 'Google Sheets', 'Data Analyst', 'Analyst']",Full Time,$1000,40,"Our 8-figure e-commerce brand is seeking a full-time Data Analyst to join our rapidly growing team. Are you an Excel/Google Sheets wizard passionate about turning complex data into actionable insights? If so, your expertise in creating formulas and dashboards will be put to the test as you extract, combine, and visualize data from various e-commerce platforms to develop top-notch reports.

- Experience the thrill of a fast-paced startup environment
- Tackle new, exciting challenges and diverse projects daily
- Play a crucial role in enhancing our marketing and logistics processes
- Opportunity to grow and become a manager in a rapidly scaling business

Requirements:
- Skilled at creating highly complex formulas, dashboards, and data displays in Excel/Google Sheets
- Skilled at using Google Data Studio / Looker for dashboards
- Ability to create and manage Zapier automations
- Experience with e-commerce platforms (like Shopify) is a plus
- Experience with digital marketing platforms (Facebook Ads, Google Ads) is a plus
- Understanding of key e-commerce metrics (AOV, ROAS, CAC, etc.) is a plus
- Experience in managing Profit & Loss statements is a plus

Soft Skills and Attributes:
- Exceptional problem-solving skills with a proactive, solution-oriented mindset
- Ability to work independently and manage multiple projects simultaneously
- Excellent written and verbal communication skills in English
- Adaptability to fast-paced environments and changing priorities
- Demonstrated ability to meet tight deadlines without compromising quality
- Strong attention to detail with a data-driven approach to decision-making

Key Responsibilities:
- Create dashboards to calculate the daily profit of the business, pulling data from various platforms (Shopify, Facebook Ads, Google Ads…)
- Create dashboards to monitor inventory levels and create alerts to reorder stock.
- Create automations to monitor packages with delayed shipping and a system to flag them
- Create reports on marketing A/B tests performance, to determine winning marketing tests
- Automate multiple aspects of the monthly Profit & Loss statement
- Other data automation, analysis, and display tasks

You will work closely with the CEO of the company to create reports and help him make important decisions that will directly impact the company's growth.

Salary and Growth
The salary is $1000 per month, plus up to $12,000 in annual bonuses based on goal achievement. If desired and merited, you can evolve into a manager position, overseeing other Data Analysts and VAs underneath you, becoming a Project Manager earning $2,500 per month + bonuses.

Schedule:
The position requires 8 hours a day, Monday to Friday. Our team is in the GMT +4 time zone, but your shift can be flexible. Additional hours may occasionally be necessary and compensated. If you are averse to hard work, please do not apply for this position.

About the company:
Founded in Italy, we are a growing skincare brand specializing in acne treatment and anti-aging solutions. Originating from the founder's personal struggle with acne, we now primarily operate in the US. We have improved the skin of over 100,000 women, collaborated with 600 influencers, and partnered with a celebrity doctor as the face of our marketing campaigns.

Our goal is to reach 10 million customers in the next 3 years. We foster a culture of continuous learning from top experts in our field, open communication, and data-driven decision-making. Our fast-paced environment offers endless opportunities for professional growth and the chance to make a real difference in people's lives through skincare.

To Apply:
Watch the video introduction and fill out this form: ----------",https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-Google-Sheets-Expert-for-E-commerce-FULL-TIME-HIGH-SALARY-1236450
"Sep 26, 2024",['Google Sheets'],Full Time,$1000,40,"Our 8-figure e-commerce brand is seeking a full-time Data Analyst to join our rapidly growing team. Are you an Excel/Google Sheets wizard passionate about turning complex data into actionable insights? If so, your expertise in creating formulas and dashboards will be put to the test as you extract, combine, and visualize data from various e-commerce platforms to develop top-notch reports.

- Experience the thrill of a fast-paced startup environment
- Tackle new, exciting challenges and diverse projects daily
- Play a crucial role in enhancing our marketing and logistics processes
- Opportunity to grow and become a manager in a rapidly scaling business

Requirements:
- Skilled at creating highly complex formulas, dashboards, and data displays in Excel/Google Sheets
- Skilled at using Google Data Studio / Looker for dashboards
- Ability to create and manage Zapier automations
- Experience with e-commerce platforms (like Shopify) is a plus
- Experience with digital marketing platforms (Facebook Ads, Google Ads) is a plus
- Understanding of key e-commerce metrics (AOV, ROAS, CAC, etc.) is a plus
- Experience in managing Profit & Loss statements is a plus

Soft Skills and Attributes:
- Exceptional problem-solving skills with a proactive, solution-oriented mindset
- Ability to work independently and manage multiple projects simultaneously
- Excellent written and verbal communication skills in English
- Adaptability to fast-paced environments and changing priorities
- Demonstrated ability to meet tight deadlines without compromising quality
- Strong attention to detail with a data-driven approach to decision-making

Key Responsibilities:
- Create dashboards to calculate the daily profit of the business, pulling data from various platforms (Shopify, Facebook Ads, Google Ads…)
- Create dashboards to monitor inventory levels and create alerts to reorder stock.
- Create automations to monitor packages with delayed shipping and a system to flag them
- Create reports on marketing A/B tests performance, to determine winning marketing tests
- Automate multiple aspects of the monthly Profit & Loss statement
- Other data automation, analysis, and display tasks

You will work closely with the CEO of the company to create reports and help him make important decisions that will directly impact the company's growth.

Salary and Growth
The salary is $1000 per month, plus up to $12,000 in annual bonuses based on goal achievement. If desired and merited, you can evolve into a manager position, overseeing other Data Analysts and VAs underneath you, becoming a Project Manager earning $2,500 per month + bonuses.

Schedule:
The position requires 8 hours a day, Monday to Friday. Our team is in the GMT +4 time zone, but your shift can be flexible. Additional hours may occasionally be necessary and compensated. If you are averse to hard work, please do not apply for this position.

About the company:
Founded in Italy, we are a growing skincare brand specializing in acne treatment and anti-aging solutions. Originating from the founder's personal struggle with acne, we now primarily operate in the US. We have improved the skin of over 100,000 women, collaborated with 600 influencers, and partnered with a celebrity doctor as the face of our marketing campaigns.

Our goal is to reach 10 million customers in the next 3 years. We foster a culture of continuous learning from top experts in our field, open communication, and data-driven decision-making. Our fast-paced environment offers endless opportunities for professional growth and the chance to make a real difference in people's lives through skincare.

To Apply:
Watch the video introduction and fill out this form: ----------",https://www.onlinejobs.ph/jobseekers/job/Google-Sheets-Expert-Dashboards-Data-Analysis-FULL-TIME-HIGH-SALARY-1234449
"Sep 26, 2024","['E-commerce', 'Google Sheets', 'Data Analyst', 'Analyst']",Full Time,$1000,40,"Our 8-figure e-commerce brand is seeking a full-time Data Analyst to join our rapidly growing team. Are you an Excel/Google Sheets wizard passionate about turning complex data into actionable insights? If so, your expertise in creating formulas and dashboards will be put to the test as you extract, combine, and visualize data from various e-commerce platforms to develop top-notch reports.

- Experience the thrill of a fast-paced startup environment
- Tackle new, exciting challenges and diverse projects daily
- Play a crucial role in enhancing our marketing and logistics processes
- Opportunity to grow and become a manager in a rapidly scaling business

Requirements:
- Skilled at creating highly complex formulas, dashboards, and data displays in Excel/Google Sheets
- Skilled at using Google Data Studio / Looker for dashboards
- Ability to create and manage Zapier automations
- Experience with e-commerce platforms (like Shopify) is a plus
- Experience with digital marketing platforms (Facebook Ads, Google Ads) is a plus
- Understanding of key e-commerce metrics (AOV, ROAS, CAC, etc.) is a plus
- Experience in managing Profit & Loss statements is a plus

Soft Skills and Attributes:
- Exceptional problem-solving skills with a proactive, solution-oriented mindset
- Ability to work independently and manage multiple projects simultaneously
- Excellent written and verbal communication skills in English
- Adaptability to fast-paced environments and changing priorities
- Demonstrated ability to meet tight deadlines without compromising quality
- Strong attention to detail with a data-driven approach to decision-making

Key Responsibilities:
- Create dashboards to calculate the daily profit of the business, pulling data from various platforms (Shopify, Facebook Ads, Google Ads…)
- Create dashboards to monitor inventory levels and create alerts to reorder stock.
- Create automations to monitor packages with delayed shipping and a system to flag them
- Create reports on marketing A/B tests performance, to determine winning marketing tests
- Automate multiple aspects of the monthly Profit & Loss statement
- Other data automation, analysis, and display tasks

You will work closely with the CEO of the company to create reports and help him make important decisions that will directly impact the company's growth.

Salary and Growth
The salary is $1000 per month, plus up to $12,000 in annual bonuses based on goal achievement. If desired and merited, you can evolve into a manager position, overseeing other Data Analysts and VAs underneath you, becoming a Project Manager earning $2,500 per month + bonuses.

Schedule:
The position requires 8 hours a day, Monday to Friday. Our team is in the GMT +4 time zone, but your shift can be flexible. Additional hours may occasionally be necessary and compensated. If you are averse to hard work, please do not apply for this position.

About the company:
Founded in Italy, we are a growing skincare brand specializing in acne treatment and anti-aging solutions. Originating from the founder's personal struggle with acne, we now primarily operate in the US. We have improved the skin of over 100,000 women, collaborated with 600 influencers, and partnered with a celebrity doctor as the face of our marketing campaigns.

Our goal is to reach 10 million customers in the next 3 years. We foster a culture of continuous learning from top experts in our field, open communication, and data-driven decision-making. Our fast-paced environment offers endless opportunities for professional growth and the chance to make a real difference in people's lives through skincare.

To Apply:
Watch the video introduction and fill out this form: ----------",https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-Google-Sheets-Expert-for-E-commerce-FULL-TIME-HIGH-SALARY-1234442
"Aug 13, 2024",['Data Engineer'],Full Time,N/A,40,"We’re seeking an experienced and versatile Data Engineer with technical skills in data structuring, warehousing, data retrieval, visualisation and presentation.

You will work alongside our developers and independently in a central position in the company. You are responsible for taking ownership of data structuring, reporting, visualisation, and the tracking business metrics.

You’ll need the ability to work collaboratively with a diverse group of stakeholders including product managers and engineers. You will have the skills to prioritise external requests while managing your own deliverables.

We are a Remote First company and allow full Work From Home.


Key Actions & Duties
Advise the product and development teams on the data points and fields needed to meet reporting requirements and ensure accurate tracking
Ownership of the organisation’s reporting metrics, maintaining and improving the reporting dashboards
Ensuring leadership’s trust in the reliability of the data
Synthesis and analysis of data from internal and external sources
Assess and advise on the efficacy of marketing and growth programmes including cohort analysis
Extract data using SQL, R, or Python
Improve overall access to data for the team

Skill & Experience Requirements
Demonstrable experience in planning schema based on business requirements and desired data outputs
6 years experience in a data engineer, data analyst, or similar role, ideally in a start-up, SaaS, or software engineering business
Minimum 3 years SQL experience (Intermediate to Advanced proficiency) is essential. NoSQL (MongoDB) experience is a plus
Experience in MongoDB, Tableau, Python or R.
Microsoft Excel or Google Sheets (Intermediate to Advanced proficiency)
Demonstrable skills in extracting, manipulating and combining large datasets from multiple data sources
Able to generate insights from the information collected, organised, and analysed using data analysis and data manipulation tools
Skilled in presenting complex data in meaningful ways and able to deliver key takeaways through data visualisation platforms such as Tableau or PowerBI
Excellent written and spoken skills and able to present ideas coherently and simply
Experienced in working directly with stakeholders from various departments with the ability to take data requests, meet business requirements, deliver on time and accurately",https://www.onlinejobs.ph/jobseekers/job/Data-Engineer-1208845
"Aug 5, 2024","['Real Estate', 'Real Estate', 'Data Specialist', 'Specialist']",Full Time,"$800 USD/MO - $1,200 USD/MO",40,"Hey! Please read the entire listing before applying. We provide specific instructions on how exactly to apply to this role. Please do not apply on our website or call in instead follow the instructions as posted below.

We are looking to add a Data Analyst to join our team at Land Flipping System.

Land Flipping System is an education company that teaches people how to start, scale, and automate land flipping businesses. We are looking to hire an A-player Data Analyst who has robust data experience, high level of attention to detail, and a self-starter attitude.If you feel like that is you, then keep reading.

As a brief overview what the clients are doing is sending direct mail with a specific offer amount (usually 50% of the lands value) to vacant land owners offering to buy their land.Your role will be to identify new markets for our clients to send their direct mail marketing to so they can acquire off market land deals. You will also be responsible for analyzing data in those markets to see how much land is selling for and create offer prices for the mail that clients will send.

Responsibilities of the role include:
-finding new markets for clients that fit our metrics on what a good market is
-analyzing data on markets
-creating offer prices for the clients
-scrubbing data lists if needed
-any other admin tasks associated with the role as needed

Qualifications needed:
-Previous experience in data roles
-possess a high level of attention to detail
-have a self starter attitude, ability to handle tasks with minimal to no supervision
-ability to spearhead projects and run with them
-Fluent in speaking and writing english
-goal oriented and self motivated
-coachable and open to feedback
-hungry for professional growth

Important: if you have previously worked in a land flipping business finding markets and pricing offers, this role would be perfect for you. Also if you have worked in any data heavy roles such as real estate underwriting roles this would also be perfect for you.

Schedule:
Expected hours will be 20-40 a week roughly depending on workload. Your hours will be between business operating hours of 10AM-6PM EST.

Pay:
$5/hr-$8/hr depending on experience



If you’d like to apply, please do the following 3 steps(if you don’t follow the below steps we will disregard your application-Do not apply on our website or call in, follow the instructions exactly as posted below)

1)Watch this entire video about the role and how a land flipping business works: ----------
2)Send a video talking about what you learned from the video and why you think you would be a great fit for the role ----------
3)Send your resume to ----------",https://www.onlinejobs.ph/jobseekers/job/Real-Estate-Data-Specialist-1203948
"Aug 2, 2024","['Data Analyst', 'Analyst']",Full Time,$800 USD/MO - $1200 USD/MO,40,"Hey! Please read the entire listing before applying. We provide specific instructions on how exactly to apply to this role. Please do not apply on our website or call in instead follow the instructions as posted below.

We are looking to add a Data Analyst to join our team at Land Flipping System.

Land Flipping System is an education company that teaches people how to start, scale, and automate land flipping businesses. We are looking to hire an A-player Data Analyst who has robust data experience, high level of attention to detail, and a self-starter attitude.If you feel like that is you, then keep reading.

As a brief overview what the clients are doing is sending direct mail with a specific offer amount (usually 50% of the lands value) to vacant land owners offering to buy their land.Your role will be to identify new markets for our clients to send their direct mail marketing to so they can acquire off market land deals. You will also be responsible for analyzing data in those markets to see how much land is selling for and create offer prices for the mail that clients will send.

Responsibilities of the role include:
-finding new markets for clients that fit our metrics on what a good market is
-analyzing data on markets
-creating offer prices for the clients
-scrubbing data lists if needed
-any other admin tasks associated with the role as needed

Qualifications needed:
-Previous experience in data roles
-possess a high level of attention to detail
-have a self starter attitude, ability to handle tasks with minimal to no supervision
-ability to spearhead projects and run with them
-Fluent in speaking and writing english
-goal oriented and self motivated
-coachable and open to feedback
-hungry for professional growth

Important: if you have previously worked in a land flipping business finding markets and pricing offers, this role would be perfect for you. Also if you have worked in any data heavy roles such as real estate underwriting roles this would also be perfect for you.

Schedule:
Expected hours will be 20-40 a week roughly depending on workload. Your hours will be between business operating hours of 10AM-6PM EST.

Pay:
$5/hr-$8/hr depending on experience



If you’d like to apply, please do the following 3 steps(if you don’t follow the below steps we will disregard your application-Do not apply on our website or call in, follow the instructions exactly as posted below)

1)Watch this entire video about the role and how a land flipping business works: ----------
2)Send a video talking about what you learned from the video and why you think you would be a great fit for the role ----------
3)Send your resume to ----------",https://www.onlinejobs.ph/jobseekers/job/Data-Analyst-1203119
